行業別,上月底現有家數,上月底現有資本額,新設立家數,新設立資本額,歇業家數,歇業資本額,增資家數,增資資本額,減資家數,減資資本額,遷入家數,遷入資本額,遷出家數,遷出資本額,行業變動家數,行業變動資本額,異動調整家數,異動調整資本額,本月底現有家數,本月底現有資本額,year,month
專業、科學及技術服務業,20090,4319520,121,21668,67,14754,14,4870,0,0,13,2960,13,2693,-1,-430,-1,-200,20142,4330941,2023,9
支援服務業,28769,6887706,181,26550,96,25388,17,23935,2,160,1,248,2,278,2,3341,-1,-3,28854,6915951,2023,9
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-203,2,203,0,0,2023,9
教育業,1963,277440,44,6440,14,1973,0,0,1,90,1,200,2,280,-1,-100,0,0,1991,281637,2023,9
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,9
藝術、娛樂及休閒服務業,22648,3019475,2050,160942,82,7979,5,767,3,240,7,733,5,650,3,144,0,-250,24621,3172942,2023,9
其他服務業,69650,6474452,375,44882,182,21058,13,3115,1,30,8,929,8,929,6,-232,0,70,69849,6501199,2023,9
總計,960428,192422959,6528,939974,3763,648370,383,470880,24,5470,203,43618,203,40583,0,0,4,3593,963197,193186601,2023,8
農、林、漁、牧業,10984,3584735,71,12932,33,10040,4,4090,1,1100,3,330,2,230,10,1079,0,0,11033,3591796,2023,8
礦業及土石採取業,1927,1140893,4,768,8,3610,0,0,0,0,0,0,0,0,0,0,0,0,1923,1138051,2023,8
製造業,55226,14755692,144,24947,142,32071,30,56452,1,180,3,600,2,700,2,2220,-5,-1,55226,14806959,2023,8
電力及燃氣供應業,839,461725,16,3186,3,569,1,4800,0,0,0,0,0,0,1,100,0,0,853,469242,2023,8
用水供應及污染整治業,3967,1662125,21,3105,14,4890,6,8339,0,0,1,1000,1,200,1,230,0,0,3975,1669709,2023,8
營建工程業,92996,41300722,659,153129,282,105078,75,119770,0,0,21,5968,22,5368,-5,3142,6,469,93373,41472754,2023,8
批發及零售業,510911,81932438,2586,403679,1888,296587,187,219779,11,3203,117,23673,117,23252,-8,-3325,-1,959,511600,82254161,2023,8
運輸及倉儲業,26034,5863869,18,3474,17,5653,0,0,0,0,1,200,1,200,0,150,0,0,26035,5861841,2023,8
住宿及餐飲業,101545,13279384,1086,130215,767,102417,24,22573,6,672,14,5159,16,3630,0,-287,0,437,101862,13330762,2023,8
出版、影音製作、傳播及資通訊服務業,6686,1777075,38,5183,32,5203,3,4500,0,0,5,750,5,655,2,60,-2,-303,6692,1781407,2023,8
金融及保險業,3107,4709030,17,3260,5,630,0,0,0,0,0,0,0,0,0,0,1,30,3120,4711689,2023,8
不動產業,4374,1118217,40,6883,26,4214,2,50,0,0,1,100,1,100,-3,-1300,0,0,4385,1119636,2023,8
專業、科學及技術服務業,20012,4298051,152,22514,83,14400,16,11346,0,0,13,2088,12,1888,7,1906,1,-97,20090,4319520,2023,8
支援服務業,28693,6868839,201,34374,125,28798,11,12107,1,80,11,1790,10,2390,-4,310,3,1554,28769,6887706,2023,8
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-36,2,36,0,0,2023,8
教育業,1920,273888,53,6084,13,3120,1,300,0,0,0,0,0,0,2,138,1,150,1963,277440,2023,8
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,8
藝術、娛樂及休閒服務業,21715,2946731,1022,80578,82,9209,4,2372,3,185,3,600,4,800,-5,-382,-1,-230,22648,3019475,2023,8
其他服務業,69492,6449545,400,45663,243,21882,19,4402,1,50,10,1360,10,1170,2,-4005,-1,589,69650,6474452,2023,8
總計,958704,191862911,5126,817259,3404,656755,380,395099,15,9046,214,56870,215,50195,0,0,3,6816,960428,192422959,2023,7
農、林、漁、牧業,10934,3573203,69,11195,25,6550,9,6734,0,0,3,406,4,606,7,253,0,100,10984,3584735,2023,7
礦業及土石採取業,1930,1149243,4,1100,7,12250,1,2800,0,0,1,1048,1,1048,0,0,0,0,1927,1140893,2023,7
製造業,55210,14741763,160,28204,143,41202,25,28431,1,1400,6,2300,7,2600,1,148,-1,48,55226,14755692,2023,7
電力及燃氣供應業,827,459605,12,2220,1,200,0,0,0,0,0,0,0,0,0,0,1,100,839,461725,2023,7
用水供應及污染整治業,3957,1653111,21,3947,14,2983,2,6000,0,0,1,200,1,200,3,2050,0,0,3967,1662125,2023,7
營建工程業,92633,41135195,676,154004,317,111473,88,127886,1,5500,24,9609,24,9409,1,29,3,381,92996,41300722,2023,7
批發及零售業,510346,81706911,2320,349336,1733,303393,181,175925,12,2096,126,35082,124,27822,-15,-5993,-9,4488,510911,81932438,2023,7
運輸及倉儲業,26037,5855560,20,3752,25,1819,1,160,0,0,0,0,0,0,2,6200,0,16,26034,5863869,2023,7
住宿及餐飲業,101200,13207087,956,130098,607,80310,32,22774,1,50,17,1995,17,2080,-4,-580,0,450,101545,13279384,2023,7
出版、影音製作、傳播及資通訊服務業,6669,1774666,37,5114,21,2785,1,230,0,0,4,500,3,400,0,-250,0,0,6686,1777075,2023,7
金融及保險業,3105,4712024,9,1370,8,6178,1,300,0,0,1,200,1,200,0,1483,1,30,3107,4709030,2023,7
不動產業,4370,1119048,24,4120,22,7801,4,2700,0,0,3,490,2,480,0,-40,1,180,4374,1118217,2023,7
專業、科學及技術服務業,19963,4285207,130,20669,82,12864,8,6035,0,0,6,1210,6,1210,0,-1285,1,290,20012,4298051,2023,7
支援服務業,28636,6866794,170,32249,111,33036,7,7707,0,0,9,1730,11,1940,-1,-4995,1,330,28693,6868839,2023,7
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-13,2,13,0,0,2023,7
教育業,1893,269801,38,4757,12,870,0,0,0,0,2,350,2,350,1,200,0,0,1920,273888,2023,7
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,7
藝術、娛樂及休閒服務業,21667,2942357,127,14244,82,10313,1,150,0,0,4,650,4,650,0,40,3,253,21715,2946731,2023,7
其他服務業,69327,6411334,353,50881,194,22727,19,7267,0,0,7,1100,8,1200,7,2753,0,137,69492,6449545,2023,7
總計,956638,191211264,5605,885914,3550,612847,345,397410,22,23485,215,74452,216,72302,0,0,12,2505,958704,191862911,2023,6
農、林、漁、牧業,10905,3570580,71,9823,43,10197,4,2097,0,0,3,390,2,150,0,480,0,180,10934,3573203,2023,6
礦業及土石採取業,1929,1153643,6,1100,4,5400,0,0,0,0,0,0,0,0,-1,-100,0,0,1930,1149243,2023,6
製造業,55202,14707942,144,39350,137,29591,21,30632,3,7917,7,2140,6,1940,2,1298,-2,-151,55210,14741763,2023,6
電力及燃氣供應業,814,458196,16,3369,4,2200,0,0,0,0,0,0,0,0,1,240,0,0,827,459605,2023,6
用水供應及污染整治業,3951,1648892,16,5196,8,1337,1,800,0,0,2,250,2,250,-2,-440,0,0,3957,1653111,2023,6
營建工程業,92250,40965199,704,163458,319,98358,74,105603,2,87,39,15030,40,14790,-6,-3770,5,2910,92633,41135195,2023,6
批發及零售業,509542,81447186,2592,384945,1812,303991,163,177300,7,1400,109,37471,106,35811,6,1529,15,-319,510346,81706911,2023,6
運輸及倉儲業,26046,5851895,25,4993,34,4254,3,2827,0,0,1,200,1,200,0,198,0,-99,26037,5855560,2023,6
住宿及餐飲業,100812,13142564,1068,131996,675,85346,29,27447,8,9073,16,2766,16,2646,-5,-987,0,366,101200,13207087,2023,6
出版、影音製作、傳播及資通訊服務業,6654,1773528,42,5295,27,4817,1,270,0,0,5,1040,5,900,1,300,-1,-50,6669,1774666,2023,6
金融及保險業,3098,4710530,11,3464,3,470,0,0,0,0,0,0,0,0,0,0,-1,-1500,3105,4712024,2023,6
不動產業,4366,1113974,29,7500,26,3946,1,1500,0,0,1,200,1,200,1,20,0,0,4370,1119048,2023,6
專業、科學及技術服務業,19912,4271657,137,23833,86,14680,11,7181,1,5000,15,4250,16,4300,1,816,0,1450,19963,4285207,2023,6
支援服務業,28545,6836545,195,33838,102,21487,12,18437,1,9,7,6760,7,6760,-2,-860,0,330,28636,6866794,2023,6
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,1,3,0,0,2023,6
教育業,1869,263504,43,5690,19,1383,5,1795,0,0,0,0,0,0,0,195,0,0,1893,269801,2023,6
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,6
藝術、娛樂及休閒服務業,21591,2928502,139,18099,64,6784,3,1750,0,0,1,200,1,200,3,1010,-2,-220,21667,2942357,2023,6
其他服務業,69152,6366925,367,43965,187,18606,17,19771,0,0,9,3755,13,4155,2,74,-3,-395,69327,6411334,2023,6
總計,954028,190493953,6413,954734,3810,591669,302,347714,26,3749,227,94279,225,86414,0,0,5,2416,956638,191211264,2023,5
農、林、漁、牧業,10846,3550045,91,21312,37,6815,2,7000,1,100,3,640,3,640,6,-662,-1,-200,10905,3570580,2023,5
礦業及土石採取業,1918,1153226,15,3820,3,403,0,0,0,0,0,0,0,0,-1,-3000,0,0,1929,1153643,2023,5
製造業,55160,14683976,182,33029,136,39915,20,26501,4,365,6,910,7,1110,-5,4527,2,390,55202,14707942,2023,5
電力及燃氣供應業,803,455618,15,3358,3,540,0,0,0,0,1,100,1,100,-1,-240,0,0,814,458196,2023,5
用水供應及污染整治業,3940,1636851,24,4363,13,2132,4,7010,1,100,1,200,1,200,-1,2700,1,200,3951,1648892,2023,5
營建工程業,91765,40781938,766,179680,288,86241,73,91168,3,380,36,7998,37,10238,2,616,6,658,92250,40965199,2023,5
批發及零售業,508364,81175304,3123,427977,1959,279736,135,129371,8,1534,120,35247,118,35492,12,-5312,0,1360,509542,81447186,2023,5
運輸及倉儲業,26062,5843815,24,4772,37,8307,1,195,0,0,4,29550,3,19550,2,1600,-6,-180,26046,5851895,2023,5
住宿及餐飲業,100403,13063172,1152,137697,734,83401,30,25296,7,1090,15,1165,16,1026,-6,700,-2,50,100812,13142564,2023,5
出版、影音製作、傳播及資通訊服務業,6656,1779531,43,6971,41,12721,2,600,0,0,4,3700,4,3700,-2,-400,-2,-453,6654,1773528,2023,5
金融及保險業,3086,4706527,15,5185,8,1360,0,0,0,0,1,200,1,200,-1,-2,6,180,3098,4710530,2023,5
不動產業,4359,1108253,28,7086,22,3905,1,1500,0,0,0,0,0,0,1,1040,0,0,4366,1113974,2023,5
專業、科學及技術服務業,19868,4260802,148,20352,95,12220,4,4433,1,150,9,3389,9,3389,-10,-1566,1,6,19912,4271657,2023,5
支援服務業,28477,6814725,189,27480,124,19907,11,13605,0,0,13,9150,12,8950,3,642,-1,-200,28545,6836545,2023,5
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,5
教育業,1849,260923,38,4484,19,2103,0,0,0,0,1,50,1,50,1,200,0,0,1869,263504,2023,5
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,5
藝術、娛樂及休閒服務業,21524,2884090,151,20594,84,10273,10,34010,0,0,4,450,4,440,-1,-148,1,220,21591,2928502,2023,5
其他服務業,68948,6335156,409,46574,207,21690,9,7025,1,30,9,1530,8,1330,1,-695,0,385,69152,6366925,2023,5
總計,951101,189715961,5795,906721,2871,493639,274,380209,23,22607,212,71248,212,71238,0,0,3,7297,954028,190493953,2023,4
農、林、漁、牧業,10797,3535448,68,13258,23,4295,2,5200,2,117,2,103,2,103,4,500,0,50,10846,3550045,2023,4
礦業及土石採取業,1910,1143276,8,5020,1,3000,3,7880,0,0,0,0,0,0,1,50,0,0,1918,1153226,2023,4
製造業,55150,14664323,125,19938,109,22489,18,17980,3,6730,9,1478,9,1526,-4,10222,-2,780,55160,14683976,2023,4
電力及燃氣供應業,798,454618,9,1800,4,800,0,0,0,0,0,0,0,0,0,0,0,0,803,455618,2023,4
用水供應及污染整治業,3930,1622989,20,3737,11,1375,2,10500,0,0,0,0,0,0,0,880,1,120,3940,1636851,2023,4
營建工程業,91364,40608423,603,151914,206,68128,78,96925,2,8080,33,11158,34,11358,4,1348,1,-264,91765,40781938,2023,4
批發及零售業,506740,80829018,3107,435791,1495,230876,112,153300,7,1895,123,43212,120,42744,7,-16062,2,5560,508364,81175304,2023,4
運輸及倉儲業,26065,5848163,18,5650,16,17660,2,4200,0,0,2,8800,2,8800,-2,3552,-3,-90,26062,5843815,2023,4
住宿及餐飲業,100031,13007439,952,118859,572,77932,15,16565,8,1285,16,2070,18,2230,-8,-1286,2,972,100403,13063172,2023,4
出版、影音製作、傳播及資通訊服務業,6643,1777748,35,6033,22,5150,1,900,0,0,2,230,2,230,-2,-130,2,130,6656,1779531,2023,4
金融及保險業,3073,4681663,15,5135,4,330,1,20000,0,0,2,250,2,250,0,0,2,60,3086,4706527,2023,4
不動產業,4348,1103673,24,7185,12,2370,1,5,0,0,0,0,0,0,-1,-240,0,0,4359,1108253,2023,4
專業、科學及技術服務業,19814,4247189,121,24691,65,20250,10,9148,0,0,10,2183,10,2183,-1,55,-1,-30,19868,4260802,2023,4
支援服務業,28375,6780014,194,35262,95,18005,12,15798,0,0,6,1200,6,1200,4,1756,-1,-100,28477,6814725,2023,4
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,4
教育業,1830,256755,29,4778,10,610,0,0,0,0,1,30,1,30,0,0,0,0,1849,260923,2023,4
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,4
藝術、娛樂及休閒服務業,21476,2868172,117,21085,69,7347,3,6600,1,4500,0,0,0,0,-1,-100,1,180,21524,2884090,2023,4
其他服務業,68757,6287050,350,46586,157,13022,14,15208,0,0,6,534,6,584,-1,-545,-1,-71,68948,6335156,2023,4
總計,947585,188765354,7619,1154822,4112,743981,415,554752,21,26295,266,73696,267,73084,0,0,10,10697,951101,189715961,2023,3
農、林、漁、牧業,10734,3503660,95,13771,46,9642,11,20280,0,0,5,1320,4,1310,11,7069,2,300,10797,3535448,2023,3
礦業及土石採取業,1898,1138626,15,3670,3,440,1,1420,0,0,0,0,0,0,0,0,0,0,1910,1143276,2023,3
製造業,55101,14658329,209,49776,160,56537,23,26345,1,10700,9,1460,9,1460,2,-2905,-2,14,55150,14664323,2023,3
電力及燃氣供應業,789,450790,10,4028,3,600,0,0,0,0,0,0,0,0,2,400,0,0,798,454618,2023,3
用水供應及污染整治業,3914,1594716,29,5056,14,2680,6,25600,0,0,0,0,0,0,0,57,1,240,3930,1622989,2023,3
營建工程業,90760,40353722,903,208027,299,96778,106,145170,3,10020,38,17390,39,17590,-6,-1402,7,9904,91364,40608423,2023,3
批發及零售業,505154,80449600,3717,520977,2145,366117,179,228332,7,3138,155,42288,156,42153,13,1138,2,-1910,506740,80829018,2023,3
運輸及倉儲業,26068,5846393,25,6757,28,8960,2,2000,0,0,2,400,2,400,0,0,0,1973,26065,5848163,2023,3
住宿及餐飲業,99491,12905602,1346,168511,796,106312,36,40452,4,207,18,3138,17,2271,-11,-1450,0,-24,100031,13007439,2023,3
出版、影音製作、傳播及資通訊服務業,6606,1770864,69,14806,29,9008,4,1372,0,0,4,1070,5,1270,0,154,-2,-240,6643,1777748,2023,3
金融及保險業,3060,4667465,15,4048,6,2330,2,10800,0,0,1,50,0,0,1,1570,2,60,3073,4681663,2023,3
不動產業,4315,1099238,46,8080,15,5514,2,2220,1,400,0,0,0,0,0,-50,2,100,4348,1103673,2023,3
專業、科學及技術服務業,19748,4219210,162,27822,92,15270,12,15077,0,0,7,2550,8,2600,-4,120,1,280,19814,4247189,2023,3
支援服務業,28252,6746313,257,37900,129,21969,12,21935,0,0,16,2490,16,2490,-2,1205,-3,-5370,28375,6780014,2023,3
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5000,1,5000,0,0,2023,3
教育業,1794,252442,55,6354,20,2240,1,100,0,0,3,450,3,450,1,100,0,0,1830,256755,2023,3
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,3
藝術、娛樂及休閒服務業,21390,2856999,181,19253,90,15018,7,8780,1,1500,3,340,3,340,-4,-332,-1,-10,21476,2868172,2023,3
其他服務業,68511,6251386,485,55986,237,24566,11,4869,4,330,5,750,5,750,-2,-674,0,380,68757,6287050,2023,3
總計,945340,188265454,5358,801736,3116,559632,253,275790,18,20497,200,47870,200,47031,0,0,3,1664,947585,188765354,2023,2
農、林、漁、牧業,10694,3494222,69,11583,30,4335,4,2730,0,0,1,240,1,240,2,-490,-1,-50,10734,3503660,2023,2
礦業及土石採取業,1893,1150122,10,2044,4,13301,0,0,0,0,1,200,1,200,-1,-240,0,0,1898,1138626,2023,2
製造業,55070,14659625,157,26253,128,32711,9,15827,5,12855,9,2600,9,2510,5,2305,-3,-205,55101,14658329,2023,2
電力及燃氣供應業,775,448512,14,2408,2,400,0,0,0,0,0,0,0,0,2,270,0,0,789,450790,2023,2
用水供應及污染整治業,3904,1590990,25,5647,13,3690,3,1850,0,0,0,0,0,0,-3,-83,1,3,3914,1594716,2023,2
營建工程業,90253,40204727,732,169340,228,88273,60,66958,3,1570,34,13311,34,13311,-4,-258,7,2798,90760,40353722,2023,2
批發及零售業,504182,80209303,2548,356418,1578,249653,117,137489,6,5185,104,23971,104,23162,8,3000,-6,-2581,505154,80449600,2023,2
運輸及倉儲業,26062,5843338,27,7423,21,5563,1,1000,0,0,0,0,0,0,-1,-5,1,200,26068,5846393,2023,2
住宿及餐飲業,99141,12862603,962,111182,607,74672,21,11030,2,707,17,2020,16,2000,-10,-4845,4,991,99491,12905602,2023,2
出版、影音製作、傳播及資通訊服務業,6601,1773157,41,6216,36,9647,3,1330,0,0,3,400,3,400,-2,-200,2,8,6606,1770864,2023,2
金融及保險業,3060,4667905,6,560,7,1050,0,0,0,0,1,200,1,200,0,20,1,30,3060,4667465,2023,2
不動產業,4312,1104348,19,4966,15,11376,1,1500,0,0,0,0,0,0,0,0,-1,-200,4315,1099238,2023,2
專業、科學及技術服務業,19687,4206493,137,21893,78,16292,10,6728,0,0,8,1400,9,1500,5,718,-2,-230,19748,4219210,2023,2
支援服務業,28193,6728609,156,25854,100,20069,10,10639,0,0,10,2185,10,2165,2,230,1,1030,28252,6746313,2023,2
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-60,1,60,0,0,2023,2
教育業,1767,248711,40,5081,13,1350,0,0,0,0,1,10,1,10,0,0,0,0,1794,252442,2023,2
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2
藝術、娛樂及休閒服務業,21333,2843450,120,12801,62,8632,6,9639,0,0,3,500,3,500,-2,-260,1,0,21390,2856999,2023,2
其他服務業,68413,6229340,295,32067,194,18619,8,9070,2,180,8,833,8,833,0,-102,-3,-190,68511,6251386,2023,2
總計,944257,187968520,3622,534876,2544,467341,189,235955,10,7990,154,45696,154,44854,0,0,5,593,945340,188265454,2023,1
農、林、漁、牧業,10660,3494273,56,7053,22,8554,2,1480,0,0,2,1200,2,1200,0,-30,0,0,10694,3494222,2023,1
礦業及土石採取業,1894,1147480,4,1620,6,1278,1,1800,0,0,0,0,0,0,1,500,0,0,1893,1150122,2023,1
製造業,55071,14642222,109,18672,117,41122,15,33935,0,0,3,1300,2,230,8,5051,-2,-203,55070,14659625,2023,1
電力及燃氣供應業,776,448712,2,400,3,600,0,0,0,0,0,0,0,0,0,0,0,0,775,448512,2023,1
用水供應及污染整治業,3903,1591817,14,3303,9,2570,1,1500,0,0,2,300,2,300,-4,-3060,0,0,3904,1590990,2023,1
營建工程業,89998,40116195,441,99811,186,63670,39,53660,1,10,25,11770,26,12770,1,-259,0,0,90253,40204727,2023,1
批發及零售業,503562,80087386,1853,252186,1243,213845,82,86745,3,200,81,22875,83,23465,6,-2786,6,407,504182,80209303,2023,1
運輸及倉儲業,26063,5844049,15,3587,15,3922,0,0,0,0,0,0,0,0,-1,-396,0,20,26062,5843338,2023,1
住宿及餐飲業,99065,12846714,624,75431,544,68401,15,9855,1,20,10,2230,9,2070,-6,-1335,1,199,99141,12862603,2023,1
出版、影音製作、傳播及資通訊服務業,6597,1766383,33,4578,29,4048,4,6053,0,0,7,918,6,718,-1,-10,0,0,6601,1773157,2023,1
金融及保險業,3053,4667196,11,1529,4,820,0,0,0,0,0,0,0,0,-1,-50,1,50,3060,4667905,2023,1
不動產業,4305,1090465,26,8700,19,3696,2,8829,0,0,1,200,1,200,-1,-150,1,200,4312,1104348,2023,1
專業、科學及技術服務業,19679,4202249,68,8986,56,8753,5,4470,0,0,5,1700,6,1730,-1,-350,-2,-80,19687,4206493,2023,1
支援服務業,28173,6712069,98,16558,85,20178,8,20341,1,1800,7,1000,6,800,5,1319,1,100,28193,6728609,2023,1
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1
教育業,1747,247232,30,2959,10,2080,1,600,0,0,0,0,0,0,0,0,0,0,1767,248711,2023,1
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1
藝術、娛樂及休閒服務業,21305,2835390,79,10308,47,6690,5,2166,0,0,2,200,2,200,-3,2377,-1,-100,21333,2843450,2023,1
其他服務業,68406,6228687,159,19196,149,17115,9,4521,4,5960,9,2003,9,1171,-3,-821,0,0,68413,6229340,2023,1
總計,942937,187546876,5127,782141,3816,717849,293,398009,23,47546,167,49206,167,48119,0,0,9,5802,944257,187968520,2022,12
農、林、漁、牧業,10618,3486630,76,11830,35,6463,3,2160,1,234,2,700,2,700,1,250,0,100,10660,3494273,2022,12
礦業及土石採取業,1891,1142267,7,1258,4,605,2,4560,0,0,0,0,0,0,0,0,0,0,1894,1147480,2022,12
製造業,55088,14632163,151,23283,168,34574,21,33163,3,14900,4,1248,4,1248,3,2819,-3,269,55071,14642222,2022,12
電力及燃氣供應業,771,446880,6,1200,1,168,0,0,0,0,3,1400,3,600,0,0,0,0,776,448712,2022,12
用水供應及污染整治業,3902,1583272,12,1730,9,1790,8,9280,0,0,2,1238,2,1238,-2,-675,0,0,3903,1591817,2022,12
營建工程業,89773,39984392,600,139702,374,149820,78,139454,0,0,28,9456,28,8656,-3,941,2,727,89998,40116195,2022,12
批發及零售業,502940,79918525,2572,370440,1962,339458,114,138048,6,6372,86,19991,86,20274,1,2729,11,3756,503562,80087386,2022,12
運輸及倉儲業,26068,5835259,21,4799,25,2746,4,6937,0,0,0,0,0,0,-1,-200,0,0,26063,5844049,2022,12
住宿及餐飲業,98918,12833154,862,111644,712,105146,25,25257,3,15990,10,7140,12,7990,-1,-1570,0,215,99065,12846714,2022,12
出版、影音製作、傳播及資通訊服務業,6605,1767570,35,4496,38,5133,2,4000,1,3000,1,200,1,200,-5,-1550,0,0,6597,1766383,2022,12
金融及保險業,3043,4664616,12,1730,4,500,0,0,0,0,2,1350,1,100,1,100,0,0,3053,4667196,2022,12
不動產業,4296,1089186,32,5480,22,4148,1,197,1,50,1,5,1,5,-1,-200,0,0,4305,1090465,2022,12
專業、科學及技術服務業,19632,4178338,115,20389,69,9799,10,13561,0,0,12,2000,12,2750,1,275,0,235,19679,4202249,2022,12
支援服務業,28113,6697455,184,35128,127,26484,12,11422,3,5830,5,2810,4,2690,2,28,0,230,28173,6712069,2022,12
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-10,1,10,0,0,2022,12
教育業,1734,245237,25,3210,12,1215,0,0,0,0,0,0,0,0,0,0,0,0,1747,247232,2022,12
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,12
藝術、娛樂及休閒服務業,21239,2826738,127,14031,64,7525,5,1690,1,20,3,718,3,718,4,426,-1,50,21305,2835390,2022,12
其他服務業,68306,6215193,290,31791,190,22275,8,8280,4,1150,8,950,8,950,1,-3363,-1,210,68406,6228687,2022,12
總計,941283,187076154,5093,743876,3448,594923,271,324552,18,7349,184,45618,186,43943,0,0,11,2892,942937,187546876,2022,11
農、林、漁、牧業,10553,3471477,88,13153,26,7975,5,9870,0,0,3,320,3,320,2,35,1,70,10618,3486630,2022,11
礦業及土石採取業,1886,1132957,9,1830,4,540,2,8020,0,0,0,0,0,0,0,0,0,0,1891,1142267,2022,11
製造業,55040,14599339,162,29557,114,20971,24,23327,0,0,2,250,4,335,3,570,-1,425,55088,14632163,2022,11
電力及燃氣供應業,759,438978,13,2470,1,200,2,5632,0,0,0,0,0,0,0,0,0,0,771,446880,2022,11
用水供應及污染整治業,3898,1582892,14,2170,12,2340,2,950,0,0,1,200,1,200,1,-600,1,200,3902,1583272,2022,11
營建工程業,89439,39882538,629,135535,294,104201,55,85019,4,2102,25,8124,25,7324,-6,-14502,5,1303,89773,39984392,2022,11
批發及零售業,502404,79721832,2260,316757,1735,281497,116,134230,8,4720,99,25487,97,25492,12,32002,-3,-74,502940,79918525,2022,11
運輸及倉儲業,26068,5856854,23,4589,22,13124,1,2000,0,0,3,468,3,468,-2,-15260,1,200,26068,5835259,2022,11
住宿及餐飲業,98594,12795356,1047,121441,712,94256,24,12219,5,428,13,1948,15,2168,-12,-1008,3,50,98918,12833154,2022,11
出版、影音製作、傳播及資通訊服務業,6598,1766239,37,5714,30,5493,2,1910,0,0,0,0,0,0,-1,-1000,1,200,6605,1767570,2022,11
金融及保險業,3052,4668316,6,950,12,4000,0,0,0,0,0,0,0,0,-3,-650,0,0,3043,4664616,2022,11
不動產業,4288,1080405,30,15191,21,6510,2,300,0,0,2,300,1,100,-2,-400,0,0,4296,1089186,2022,11
專業、科學及技術服務業,19587,4150014,110,17032,70,9045,6,18460,0,0,11,2314,11,1305,3,649,2,220,19632,4178338,2022,11
支援服務業,28062,6676006,158,22951,111,17095,16,14883,0,0,7,2280,6,2080,2,310,1,200,28113,6697455,2022,11
公共行政及國防；強制性社會安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
教育業,1700,241040,42,5264,9,1070,0,0,0,0,1,150,1,150,1,3,0,0,1734,245237,2022,11
醫療保健及社會服務業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,11
藝術、娛樂及休閒服務業,21179,2821942,128,12585,69,8050,3,397,0,0,4,509,6,762,3,218,0,-100,21239,2826738,2022,11
其他服務業,68176,6189969,337,36687,206,18556,11,7335,1,100,13,3268,13,3239,-1,-367,0,197,68306,6215193,2022,11
總計,939764,186645688,4705,724055,3187,586484,254,312416,21,20841,188,55433,189,54458,0,0,2,345,941283,187076154,2022,10
農、林、漁、牧業,10494,3457248,76,14939,24,8160,5,4950,0,0,4,700,5,920,7,2520,1,200,10553,3471477,2022,10
礦業及土石採取業,1883,1134446,7,1440,4,2629,1,670,0,0,0,0,0,0,0,-970,0,0,1886,1132957,2022,10
製造業,54994,14558850,154,27431,107,19209,17,39107,2,4340,12,2562,10,2123,-1,-2269,-2,-670,55040,14599339,2022,10
電力及燃氣供應業,749,431418,13,2160,3,600,1,6000,0,0,2,400,2,400,0,0,0,0,759,438978,2022,10
用水供應及污染整治業,3897,1576500,13,2619,13,3335,2,7400,0,0,1,200,1,200,1,-292,0,0,3898,1582892,2022,10
營建工程業,89089,39823627,616,130162,258,115455,52,53080,2,5830,27,6238,28,6398,-12,-4459,5,1573,89439,39882538,2022,10
